name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,audio_features,id,uri,track_href,analysis_url,duration_ms,time_signature,target
I Wanna Be Sedated,Ramones,0.611,0.947,11,-5.261,1,0.0433,0.0768,6.33E-05,0.0962,0.949,162.949,audio_features,,0weTorJ7HSAdi874qIFCXM,spotify:track:0weTorJ7HSAdi874qIFCXM,https://api.spotify.com/v1/tracks/0weTorJ7HSAdi874qIFCXM,https://api.spotify.com/v1/audio-analysis/0weTorJ7HSAdi874qIFCXM,150333,4,punk
Rise Above,Black Flag,0.374,0.816,2,-13.88,1,0.0578,0.119,8.01E-06,0.0808,0.138,104.56,audio_features,,4kFfFe38CRVnTsakUTL4E4,spotify:track:4kFfFe38CRVnTsakUTL4E4,https://api.spotify.com/v1/tracks/4kFfFe38CRVnTsakUTL4E4,https://api.spotify.com/v1/audio-analysis/4kFfFe38CRVnTsakUTL4E4,146560,4,punk
Hope,Descendents,0.506,0.903,2,-8.898,1,0.0455,0.00169,0,0.336,0.781,117.229,audio_features,,1MPEPvmX18S9MK4RlMKIst,spotify:track:1MPEPvmX18S9MK4RlMKIst,https://api.spotify.com/v1/tracks/1MPEPvmX18S9MK4RlMKIst,https://api.spotify.com/v1/audio-analysis/1MPEPvmX18S9MK4RlMKIst,120360,4,punk
Last Caress,Misfits,0.181,0.946,0,-5.308,1,0.096,0.0257,0.223,0.344,0.363,178.743,audio_features,,0S8LgLoseDB6W2HWd1ym6P,spotify:track:0S8LgLoseDB6W2HWd1ym6P,https://api.spotify.com/v1/tracks/0S8LgLoseDB6W2HWd1ym6P,https://api.spotify.com/v1/audio-analysis/0S8LgLoseDB6W2HWd1ym6P,119827,4,punk
Holiday in Cambodia,Dead Kennedys,0.13,0.979,2,-3.903,1,0.113,0.617,0.409,0.338,0.368,205.39,audio_features,,6n7DUOZGILo0dU9pwjQsbA,spotify:track:6n7DUOZGILo0dU9pwjQsbA,https://api.spotify.com/v1/tracks/6n7DUOZGILo0dU9pwjQsbA,https://api.spotify.com/v1/audio-analysis/6n7DUOZGILo0dU9pwjQsbA,277533,4,punk
She's Lost Control - 2007 Remaster,Joy Division,0.485,0.846,11,-7.63,0,0.0528,0.0157,0.0287,0.0766,0.743,144.246,audio_features,,49G0Rj1qpt75vdgiOo8QAE,spotify:track:49G0Rj1qpt75vdgiOo8QAE,https://api.spotify.com/v1/tracks/49G0Rj1qpt75vdgiOo8QAE,https://api.spotify.com/v1/audio-analysis/49G0Rj1qpt75vdgiOo8QAE,237013,4,punk
I Wanna Be Your Dog,The Stooges,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,audio_features,,672N8DGGTOLCOgWe0koX5g,spotify:track:672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/tracks/672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/audio-analysis/672N8DGGTOLCOgWe0koX5g,188560,4,punk
Bloodstains - Original Version,Agent Orange,0.494,0.923,10,-7.69,0,0.182,0.0962,0,0.128,0.577,176.216,audio_features,,5E47rKJbS74jyLZaSgb0kS,spotify:track:5E47rKJbS74jyLZaSgb0kS,https://api.spotify.com/v1/tracks/5E47rKJbS74jyLZaSgb0kS,https://api.spotify.com/v1/audio-analysis/5E47rKJbS74jyLZaSgb0kS,113240,4,punk
Blitzkrieg Bop - 2001 Remastered Version,Ramones,0.547,0.733,9,-6.558,1,0.0433,0.0103,0.131,0.117,0.962,176.198,audio_features,,33iQW2OneB0oNh2NfrAzqW,spotify:track:33iQW2OneB0oNh2NfrAzqW,https://api.spotify.com/v1/tracks/33iQW2OneB0oNh2NfrAzqW,https://api.spotify.com/v1/audio-analysis/33iQW2OneB0oNh2NfrAzqW,133440,4,punk
I Fought the Law,The Clash,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12E-05,0.14,0.883,151.279,audio_features,,7lSDCrF11sdTVfjbAQVZE8,spotify:track:7lSDCrF11sdTVfjbAQVZE8,https://api.spotify.com/v1/tracks/7lSDCrF11sdTVfjbAQVZE8,https://api.spotify.com/v1/audio-analysis/7lSDCrF11sdTVfjbAQVZE8,163240,4,punk
Alternative Ulster,Stiff Little Fingers,0.439,0.971,11,-5.855,0,0.177,0.0148,1.34E-05,0.255,0.24,118.369,audio_features,,2yE3bwbhqypdsuhmv48Svn,spotify:track:2yE3bwbhqypdsuhmv48Svn,https://api.spotify.com/v1/tracks/2yE3bwbhqypdsuhmv48Svn,https://api.spotify.com/v1/audio-analysis/2yE3bwbhqypdsuhmv48Svn,163880,4,punk
