name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,audio_features,id,uri,track_href,analysis_url,duration_ms,time_signature,target
Nothing But The Blood Of Jesus,Carrie Underwood,0.465,0.495,2,-8.217,1,0.0302,0.44,0,0.0757,0.245,121.928,audio_features,,2nYTQPFPiVriuMYjAaPxzz,spotify:track:2nYTQPFPiVriuMYjAaPxzz,https://api.spotify.com/v1/tracks/2nYTQPFPiVriuMYjAaPxzz,https://api.spotify.com/v1/audio-analysis/2nYTQPFPiVriuMYjAaPxzz,210840,4,country
I Hope You Miss Me,Walker Hayes,0.592,0.851,2,-5.075,1,0.0385,0.0104,0,0.0472,0.84,156.043,audio_features,,5rfLTtChyG9COKHD9z3lJQ,spotify:track:5rfLTtChyG9COKHD9z3lJQ,https://api.spotify.com/v1/tracks/5rfLTtChyG9COKHD9z3lJQ,https://api.spotify.com/v1/audio-analysis/5rfLTtChyG9COKHD9z3lJQ,203947,4,country
Cupid,Darby,0.574,0.776,9,-3.882,0,0.0486,0.409,5.94E-06,0.106,0.788,185.936,audio_features,,5AHZTL39YG0SS80XcZ1wcd,spotify:track:5AHZTL39YG0SS80XcZ1wcd,https://api.spotify.com/v1/tracks/5AHZTL39YG0SS80XcZ1wcd,https://api.spotify.com/v1/audio-analysis/5AHZTL39YG0SS80XcZ1wcd,169677,4,country
Black Like Me - Our Voices,Mickey Guyton,0.371,0.369,4,-6.418,1,0.042,0.701,0,0.147,0.5,172.738,audio_features,,3FaINDqRofo811O64QizKP,spotify:track:3FaINDqRofo811O64QizKP,https://api.spotify.com/v1/tracks/3FaINDqRofo811O64QizKP,https://api.spotify.com/v1/audio-analysis/3FaINDqRofo811O64QizKP,178347,3,country
Give It To Me Straight,Tenille Arts,0.421,0.801,0,-3.852,1,0.0407,0.192,0,0.089,0.201,83.194,audio_features,,6bdZQKMgyC1InFgT9UeRnv,spotify:track:6bdZQKMgyC1InFgT9UeRnv,https://api.spotify.com/v1/tracks/6bdZQKMgyC1InFgT9UeRnv,https://api.spotify.com/v1/audio-analysis/6bdZQKMgyC1InFgT9UeRnv,193587,4,country
Somebody Does,Tigirlily,0.485,0.847,5,-5.529,1,0.0595,0.0128,7.16E-05,0.331,0.466,170.3,audio_features,,49lvFUAAIE6Naj84M5beX9,spotify:track:49lvFUAAIE6Naj84M5beX9,https://api.spotify.com/v1/tracks/49lvFUAAIE6Naj84M5beX9,https://api.spotify.com/v1/audio-analysis/49lvFUAAIE6Naj84M5beX9,184627,4,country
Top Drawer,Joey Hendricks,0.59,0.767,8,-5.74,1,0.0343,0.353,0,0.357,0.649,146.061,audio_features,,6uXRu5MxFfPMftyASSO2ZI,spotify:track:6uXRu5MxFfPMftyASSO2ZI,https://api.spotify.com/v1/tracks/6uXRu5MxFfPMftyASSO2ZI,https://api.spotify.com/v1/audio-analysis/6uXRu5MxFfPMftyASSO2ZI,208457,4,country
Drink A Little Whiskey Down,Luke Bryan,0.614,0.703,7,-6.752,1,0.0387,0.304,0,0.0851,0.389,148.123,audio_features,,0cB74Rrq9gKE5iUjwG9raA,spotify:track:0cB74Rrq9gKE5iUjwG9raA,https://api.spotify.com/v1/tracks/0cB74Rrq9gKE5iUjwG9raA,https://api.spotify.com/v1/audio-analysis/0cB74Rrq9gKE5iUjwG9raA,197120,4,country
Hearts Don't Break the Same,Riley Roth,0.415,0.369,7,-7.425,1,0.0288,0.813,0,0.0844,0.258,145.726,audio_features,,4V5Nf1gaGTFlXafg89nXR9,spotify:track:4V5Nf1gaGTFlXafg89nXR9,https://api.spotify.com/v1/tracks/4V5Nf1gaGTFlXafg89nXR9,https://api.spotify.com/v1/audio-analysis/4V5Nf1gaGTFlXafg89nXR9,195375,4,country
Withdrawals,Jeremy McComb,0.658,0.797,6,-6.195,0,0.0379,0.0087,2.70E-06,0.0391,0.81,119.016,audio_features,,0Ko54t2TYjMof1J5Mh2yW9,spotify:track:0Ko54t2TYjMof1J5Mh2yW9,https://api.spotify.com/v1/tracks/0Ko54t2TYjMof1J5Mh2yW9,https://api.spotify.com/v1/audio-analysis/0Ko54t2TYjMof1J5Mh2yW9,162696,4,country
Sunday Morning Kinda Saturday Night,Ashley Cooke,0.616,0.657,2,-6.288,1,0.0255,0.00258,0,0.101,0.476,128.087,audio_features,,4xhnOiqFLxGf3IHqMiOm7C,spotify:track:4xhnOiqFLxGf3IHqMiOm7C,https://api.spotify.com/v1/tracks/4xhnOiqFLxGf3IHqMiOm7C,https://api.spotify.com/v1/audio-analysis/4xhnOiqFLxGf3IHqMiOm7C,212383,4,country
All That I Wanted,Livy Jeanne,0.701,0.396,7,-8.003,1,0.0608,0.633,1.73E-06,0.231,0.315,102.961,audio_features,,4HNOfqAMt2CQhSzO4vHSLN,spotify:track:4HNOfqAMt2CQhSzO4vHSLN,https://api.spotify.com/v1/tracks/4HNOfqAMt2CQhSzO4vHSLN,https://api.spotify.com/v1/audio-analysis/4HNOfqAMt2CQhSzO4vHSLN,189617,4,country
Water,Tracy Lawrence,0.561,0.819,0,-4.115,1,0.0296,0.0914,0.000647,0.171,0.455,88.01,audio_features,,6eKLjE2I1MruKEJQcU0rlx,spotify:track:6eKLjE2I1MruKEJQcU0rlx,https://api.spotify.com/v1/tracks/6eKLjE2I1MruKEJQcU0rlx,https://api.spotify.com/v1/audio-analysis/6eKLjE2I1MruKEJQcU0rlx,181061,4,country
Want It Again,Thomas Rhett,0.489,0.515,9,-9.14,1,0.0348,0.662,3.84E-05,0.115,0.37,91.25,audio_features,,7KRcMPOGQA0WOw0T8qeXD7,spotify:track:7KRcMPOGQA0WOw0T8qeXD7,https://api.spotify.com/v1/tracks/7KRcMPOGQA0WOw0T8qeXD7,https://api.spotify.com/v1/audio-analysis/7KRcMPOGQA0WOw0T8qeXD7,172587,4,country
Growing Up,Haley Mae Campbell,0.576,0.381,5,-5.149,1,0.0295,0.68,0,0.107,0.201,139.888,audio_features,,2qLlnVfkyIMtkViemtRtYb,spotify:track:2qLlnVfkyIMtkViemtRtYb,https://api.spotify.com/v1/tracks/2qLlnVfkyIMtkViemtRtYb,https://api.spotify.com/v1/audio-analysis/2qLlnVfkyIMtkViemtRtYb,214286,4,country
Effortless,Salemtown,0.34,0.667,7,-7.73,1,0.0641,0.054,0,0.231,0.151,108.167,audio_features,,6cxnYQWZdZDlfJiCtI1vnr,spotify:track:6cxnYQWZdZDlfJiCtI1vnr,https://api.spotify.com/v1/tracks/6cxnYQWZdZDlfJiCtI1vnr,https://api.spotify.com/v1/audio-analysis/6cxnYQWZdZDlfJiCtI1vnr,204813,3,country
